index,mid,display_name
0,/m/09x0r,Speech
1,/m/05zppz,Male_speech,_man_speaking
2,/m/02zsn,Female_speech,_woman_speaking
3,/m/0ytgt,Child_speech,_kid_speaking
4,/m/01h8n0,Conversation
5,/m/02qldy,Narration,_monologue
6,/m/0261r1,Babbling
7,/m/0brhx,Speech_synthesizer
8,/m/07p6fty,Shout
9,/m/07q4ntr,Bellow
10,/m/07rwj3x,Whoop
11,/m/07sr1lc,Yell
12,/m/04gy_2,Battle_cry
13,/t/dd00135,Children_shouting
14,/m/03qc9zr,Screaming
15,/m/02rtxlg,Whispering
16,/m/01j3sz,Laughter
17,/t/dd00001,Baby_laughter
18,/m/07r660_,Giggle
19,/m/07s04w4,Snicker
20,/m/07sq110,Belly_laugh
21,/m/07rgt08,Chuckle,_chortle
22,/m/0463cq4,Crying,_sobbing
23,/t/dd00002,Baby_cry,_infant_cry
24,/m/07qz6j3,Whimper
25,/m/07qw_06,Wail,_moan
26,/m/07plz5l,Sigh
27,/m/015lz1,Singing
28,/m/0l14jd,Choir
29,/m/01swy6,Yodeling
30,/m/02bk07,Chant
31,/m/01c194,Mantra
32,/t/dd00003,Male_singing
33,/t/dd00004,Female_singing
34,/t/dd00005,Child_singing
35,/t/dd00006,Synthetic_singing
36,/m/06bxc,Rapping
37,/m/02fxyj,Humming
38,/m/07s2xch,Groan
39,/m/07r4k75,Grunt
40,/m/01w250,Whistling
41,/m/0lyf6,Breathing
42,/m/07mzm6,Wheeze
43,/m/01d3sd,Snoring
44,/m/07s0dtb,Gasp
45,/m/07pyy8b,Pant
46,/m/07q0yl5,Snort
47,/m/01b_21,Cough
48,/m/0dl9sf8,Throat_clearing
49,/m/01hsr_,Sneeze
50,/m/07ppn3j,Sniff
51,/m/06h7j,Run
52,/m/07qv_x_,Shuffle
53,/m/07pbtc8,Walk,_footsteps
54,/m/03cczk,Chewing,_mastication
55,/m/07pdhp0,Biting
56,/m/0939n_,Gargling
57,/m/01g90h,Stomach_rumble
58,/m/03q5_w,Burping,_eructation
59,/m/02p3nc,Hiccup
60,/m/02_nn,Fart
61,/m/0k65p,Hands
62,/m/025_jnm,Finger_snapping
63,/m/0l15bq,Clapping
64,/m/01jg02,Heart_sounds,_heartbeat
65,/m/01jg1z,Heart_murmur
66,/m/053hz1,Cheering
67,/m/028ght,Applause
68,/m/07rkbfh,Chatter
69,/m/03qtwd,Crowd
70,/m/07qfr4h,Hubbub,_speech_noise,_speech_babble
71,/t/dd00013,Children_playing
72,/m/0jbk,Animal
73,/m/068hy,Domestic_animals,_pets
74,/m/0bt9lr,Dog
75,/m/05tny_,Bark
76,/m/07r_k2n,Yip
77,/m/07qf0zm,Howl
78,/m/07rc7d9,Bow-wow
79,/m/0ghcn6,Growling
80,/t/dd00136,Whimper_(dog)
81,/m/01yrx,Cat
82,/m/02yds9,Purr
83,/m/07qrkrw,Meow
84,/m/07rjwbb,Hiss
85,/m/07r81j2,Caterwaul
86,/m/0ch8v,Livestock,_farm_animals,_working_animals
87,/m/03k3r,Horse
88,/m/07rv9rh,Clip-clop
89,/m/07q5rw0,Neigh,_whinny
90,/m/01xq0k1,Cattle,_bovinae
91,/m/07rpkh9,Moo
92,/m/0239kh,Cowbell
93,/m/068zj,Pig
94,/t/dd00018,Oink
95,/m/03fwl,Goat
96,/m/07q0h5t,Bleat
97,/m/07bgp,Sheep
98,/m/025rv6n,Fowl
99,/m/09b5t,Chicken,_rooster
100,/m/07st89h,Cluck
101,/m/07qn5dc,Crowing,_cock-a-doodle-doo
102,/m/01rd7k,Turkey
103,/m/07svc2k,Gobble
104,/m/09ddx,Duck
105,/m/07qdb04,Quack
106,/m/0dbvp,Goose
107,/m/07qwf61,Honk
108,/m/01280g,Wild_animals
109,/m/0cdnk,Roaring_cats_(lions,_tigers)
110,/m/04cvmfc,Roar
111,/m/015p6,Bird
112,/m/020bb7,Bird_vocalization,_bird_call,_bird_song
113,/m/07pggtn,Chirp,_tweet
114,/m/07sx8x_,Squawk
115,/m/0h0rv,Pigeon,_dove
116,/m/07r_25d,Coo
117,/m/04s8yn,Crow
118,/m/07r5c2p,Caw
119,/m/09d5_,Owl
120,/m/07r_80w,Hoot
121,/m/05_wcq,Bird_flight,_flapping_wings
122,/m/01z5f,Canidae,_dogs,_wolves
123,/m/06hps,Rodents,_rats,_mice
124,/m/04rmv,Mouse
125,/m/07r4gkf,Patter
126,/m/03vt0,Insect
127,/m/09xqv,Cricket
128,/m/09f96,Mosquito
129,/m/0h2mp,Fly,_housefly
130,/m/07pjwq1,Buzz
131,/m/01h3n,Bee,_wasp,_etc.
132,/m/09ld4,Frog
133,/m/07st88b,Croak
134,/m/078jl,Snake
135,/m/07qn4z3,Rattle
136,/m/032n05,Whale_vocalization
137,/m/04rlf,Music
138,/m/04szw,Musical_instrument
139,/m/0fx80y,Plucked_string_instrument
140,/m/0342h,Guitar
141,/m/02sgy,Electric_guitar
142,/m/018vs,Bass_guitar
143,/m/042v_gx,Acoustic_guitar
144,/m/06w87,Steel_guitar,_slide_guitar
145,/m/01glhc,Tapping_(guitar_technique)
146,/m/07s0s5r,Strum
147,/m/018j2,Banjo
148,/m/0jtg0,Sitar
149,/m/04rzd,Mandolin
150,/m/01bns_,Zither
151,/m/07xzm,Ukulele
152,/m/05148p4,Keyboard_(musical)
153,/m/05r5c,Piano
154,/m/01s0ps,Electric_piano
155,/m/013y1f,Organ
156,/m/03xq_f,Electronic_organ
157,/m/03gvt,Hammond_organ
158,/m/0l14qv,Synthesizer
159,/m/01v1d8,Sampler
160,/m/03q5t,Harpsichord
161,/m/0l14md,Percussion
162,/m/02hnl,Drum_kit
163,/m/0cfdd,Drum_machine
164,/m/026t6,Drum
165,/m/06rvn,Snare_drum
166,/m/03t3fj,Rimshot
167,/m/02k_mr,Drum_roll
168,/m/0bm02,Bass_drum
169,/m/011k_j,Timpani
170,/m/01p970,Tabla
171,/m/01qbl,Cymbal
172,/m/03qtq,Hi-hat
173,/m/01sm1g,Wood_block
174,/m/07brj,Tambourine
175,/m/05r5wn,Rattle_(instrument)
176,/m/0xzly,Maraca
177,/m/0mbct,Gong
178,/m/016622,Tubular_bells
179,/m/0j45pbj,Mallet_percussion
180,/m/0dwsp,Marimba,_xylophone
181,/m/0dwtp,Glockenspiel
182,/m/0dwt5,Vibraphone
183,/m/0l156b,Steelpan
184,/m/05pd6,Orchestra
185,/m/01kcd,Brass_instrument
186,/m/0319l,French_horn
187,/m/07gql,Trumpet
188,/m/07c6l,Trombone
189,/m/0l14_3,Bowed_string_instrument
190,/m/02qmj0d,String_section
191,/m/07y_7,Violin,_fiddle
192,/m/0d8_n,Pizzicato
193,/m/01xqw,Cello
194,/m/02fsn,Double_bass
195,/m/085jw,Wind_instrument,_woodwind_instrument
196,/m/0l14j_,Flute
197,/m/06ncr,Saxophone
198,/m/01wy6,Clarinet
199,/m/03m5k,Harp
200,/m/0395lw,Bell
201,/m/03w41f,Church_bell
202,/m/027m70_,Jingle_bell
203,/m/0gy1t2s,Bicycle_bell
204,/m/07n_g,Tuning_fork
205,/m/0f8s22,Chime
206,/m/026fgl,Wind_chime
207,/m/0150b9,Change_ringing_(campanology)
208,/m/03qjg,Harmonica
209,/m/0mkg,Accordion
210,/m/0192l,Bagpipes
211,/m/02bxd,Didgeridoo
212,/m/0l14l2,Shofar
213,/m/07kc_,Theremin
214,/m/0l14t7,Singing_bowl
215,/m/01hgjl,Scratching_(performance_technique)
216,/m/064t9,Pop_music
217,/m/0glt670,Hip_hop_music
218,/m/02cz_7,Beatboxing
219,/m/06by7,Rock_music
220,/m/03lty,Heavy_metal
221,/m/05r6t,Punk_rock
222,/m/0dls3,Grunge
223,/m/0dl5d,Progressive_rock
224,/m/07sbbz2,Rock_and_roll
225,/m/05w3f,Psychedelic_rock
226,/m/06j6l,Rhythm_and_blues
227,/m/0gywn,Soul_music
228,/m/06cqb,Reggae
229,/m/01lyv,Country
230,/m/015y_n,Swing_music
231,/m/0gg8l,Bluegrass
232,/m/02x8m,Funk
233,/m/02w4v,Folk_music
234,/m/06j64v,Middle_Eastern_music
235,/m/03_d0,Jazz
236,/m/026z9,Disco
237,/m/0ggq0m,Classical_music
238,/m/05lls,Opera
239,/m/02lkt,Electronic_music
240,/m/03mb9,House_music
241,/m/07gxw,Techno
242,/m/07s72n,Dubstep
243,/m/0283d,Drum_and_bass
244,/m/0m0jc,Electronica
245,/m/08cyft,Electronic_dance_music
246,/m/0fd3y,Ambient_music
247,/m/07lnk,Trance_music
248,/m/0g293,Music_of_Latin_America
249,/m/0ln16,Salsa_music
250,/m/0326g,Flamenco
251,/m/0155w,Blues
252,/m/05fw6t,Music_for_children
253,/m/02v2lh,New-age_music
254,/m/0y4f8,Vocal_music
255,/m/0z9c,A_capella
256,/m/0164x2,Music_of_Africa
257,/m/0145m,Afrobeat
258,/m/02mscn,Christian_music
259,/m/016cjb,Gospel_music
260,/m/028sqc,Music_of_Asia
261,/m/015vgc,Carnatic_music
262,/m/0dq0md,Music_of_Bollywood
263,/m/06rqw,Ska
264,/m/02p0sh1,Traditional_music
265,/m/05rwpb,Independent_music
266,/m/074ft,Song
267,/m/025td0t,Background_music
268,/m/02cjck,Theme_music
269,/m/03r5q_,Jingle_(music)
270,/m/0l14gg,Soundtrack_music
271,/m/07pkxdp,Lullaby
272,/m/01z7dr,Video_game_music
273,/m/0140xf,Christmas_music
274,/m/0ggx5q,Dance_music
275,/m/04wptg,Wedding_music
276,/t/dd00031,Happy_music
277,/t/dd00032,Funny_music
278,/t/dd00033,Sad_music
279,/t/dd00034,Tender_music
280,/t/dd00035,Exciting_music
281,/t/dd00036,Angry_music
282,/t/dd00037,Scary_music
283,/m/03m9d0z,Wind
284,/m/09t49,Rustling_leaves
285,/t/dd00092,Wind_noise_(microphone)
286,/m/0jb2l,Thunderstorm
287,/m/0ngt1,Thunder
288,/m/0838f,Water
289,/m/06mb1,Rain
290,/m/07r10fb,Raindrop
291,/t/dd00038,Rain_on_surface
292,/m/0j6m2,Stream
293,/m/0j2kx,Waterfall
294,/m/05kq4,Ocean
295,/m/034srq,Waves,_surf
296,/m/06wzb,Steam
297,/m/07swgks,Gurgling
298,/m/02_41,Fire
299,/m/07pzfmf,Crackle
300,/m/07yv9,Vehicle
301,/m/019jd,Boat,_Water_vehicle
302,/m/0hsrw,Sailboat,_sailing_ship
303,/m/056ks2,Rowboat,_canoe,_kayak
304,/m/02rlv9,Motorboat,_speedboat
305,/m/06q74,Ship
306,/m/012f08,Motor_vehicle_(road)
307,/m/0k4j,Car
308,/m/0912c9,Vehicle_horn,_car_horn,_honking
309,/m/07qv_d5,Toot
310,/m/02mfyn,Car_alarm
311,/m/04gxbd,Power_windows,_electric_windows
312,/m/07rknqz,Skidding
313,/m/0h9mv,Tire_squeal
314,/t/dd00134,Car_passing_by
315,/m/0ltv,Race_car,_auto_racing
316,/m/07r04,Truck
317,/m/0gvgw0,Air_brake
318,/m/05x_td,Air_horn,_truck_horn
319,/m/02rhddq,Reversing_beeps
320,/m/03cl9h,Ice_cream_truck,_ice_cream_van
321,/m/01bjv,Bus
322,/m/03j1ly,Emergency_vehicle
323,/m/04qvtq,Police_car_(siren)
324,/m/012n7d,Ambulance_(siren)
325,/m/012ndj,Fire_engine,_fire_truck_(siren)
326,/m/04_sv,Motorcycle
327,/m/0btp2,Traffic_noise,_roadway_noise
328,/m/06d_3,Rail_transport
329,/m/07jdr,Train
330,/m/04zmvq,Train_whistle
331,/m/0284vy3,Train_horn
332,/m/01g50p,Railroad_car,_train_wagon
333,/t/dd00048,Train_wheels_squealing
334,/m/0195fx,Subway,_metro,_underground
335,/m/0k5j,Aircraft
336,/m/014yck,Aircraft_engine
337,/m/04229,Jet_engine
338,/m/02l6bg,Propeller,_airscrew
339,/m/09ct_,Helicopter
340,/m/0cmf2,Fixed-wing_aircraft,_airplane
341,/m/0199g,Bicycle
342,/m/06_fw,Skateboard
343,/m/02mk9,Engine
344,/t/dd00065,Light_engine_(high_frequency)
345,/m/08j51y,Dental_drill,_dentist's_drill
346,/m/01yg9g,Lawn_mower
347,/m/01j4z9,Chainsaw
348,/t/dd00066,Medium_engine_(mid_frequency)
349,/t/dd00067,Heavy_engine_(low_frequency)
350,/m/01h82_,Engine_knocking
351,/t/dd00130,Engine_starting
352,/m/07pb8fc,Idling
353,/m/07q2z82,Accelerating,_revving,_vroom
354,/m/02dgv,Door
355,/m/03wwcy,Doorbell
356,/m/07r67yg,Ding-dong
357,/m/02y_763,Sliding_door
358,/m/07rjzl8,Slam
359,/m/07r4wb8,Knock
360,/m/07qcpgn,Tap
361,/m/07q6cd_,Squeak
362,/m/0642b4,Cupboard_open_or_close
363,/m/0fqfqc,Drawer_open_or_close
364,/m/04brg2,Dishes,_pots,_and_pans
365,/m/023pjk,Cutlery,_silverware
366,/m/07pn_8q,Chopping_(food)
367,/m/0dxrf,Frying_(food)
368,/m/0fx9l,Microwave_oven
369,/m/02pjr4,Blender
370,/m/02jz0l,Water_tap,_faucet
371,/m/0130jx,Sink_(filling_or_washing)
372,/m/03dnzn,Bathtub_(filling_or_washing)
373,/m/03wvsk,Hair_dryer
374,/m/01jt3m,Toilet_flush
375,/m/012xff,Toothbrush
376,/m/04fgwm,Electric_toothbrush
377,/m/0d31p,Vacuum_cleaner
378,/m/01s0vc,Zipper_(clothing)
379,/m/03v3yw,Keys_jangling
380,/m/0242l,Coin_(dropping)
381,/m/01lsmm,Scissors
382,/m/02g901,Electric_shaver,_electric_razor
383,/m/05rj2,Shuffling_cards
384,/m/0316dw,Typing
385,/m/0c2wf,Typewriter
386,/m/01m2v,Computer_keyboard
387,/m/081rb,Writing
388,/m/07pp_mv,Alarm
389,/m/07cx4,Telephone
390,/m/07pp8cl,Telephone_bell_ringing
391,/m/01hnzm,Ringtone
392,/m/02c8p,Telephone_dialing,_DTMF
393,/m/015jpf,Dial_tone
394,/m/01z47d,Busy_signal
395,/m/046dlr,Alarm_clock
396,/m/03kmc9,Siren
397,/m/0dgbq,Civil_defense_siren
398,/m/030rvx,Buzzer
399,/m/01y3hg,Smoke_detector,_smoke_alarm
400,/m/0c3f7m,Fire_alarm
401,/m/04fq5q,Foghorn
402,/m/0l156k,Whistle
403,/m/06hck5,Steam_whistle
404,/t/dd00077,Mechanisms
405,/m/02bm9n,Ratchet,_pawl
406,/m/01x3z,Clock
407,/m/07qjznt,Tick
408,/m/07qjznl,Tick-tock
409,/m/0l7xg,Gears
410,/m/05zc1,Pulleys
411,/m/0llzx,Sewing_machine
412,/m/02x984l,Mechanical_fan
413,/m/025wky1,Air_conditioning
414,/m/024dl,Cash_register
415,/m/01m4t,Printer
416,/m/0dv5r,Camera
417,/m/07bjf,Single-lens_reflex_camera
418,/m/07k1x,Tools
419,/m/03l9g,Hammer
420,/m/03p19w,Jackhammer
421,/m/01b82r,Sawing
422,/m/02p01q,Filing_(rasp)
423,/m/023vsd,Sanding
424,/m/0_ksk,Power_tool
425,/m/01d380,Drill
426,/m/014zdl,Explosion
427,/m/032s66,Gunshot,_gunfire
428,/m/04zjc,Machine_gun
429,/m/02z32qm,Fusillade
430,/m/0_1c,Artillery_fire
431,/m/073cg4,Cap_gun
432,/m/0g6b5,Fireworks
433,/g/122z_qxw,Firecracker
434,/m/07qsvvw,Burst,_pop
435,/m/07pxg6y,Eruption
436,/m/07qqyl4,Boom
437,/m/083vt,Wood
438,/m/07pczhz,Chop
439,/m/07pl1bw,Splinter
440,/m/07qs1cx,Crack
441,/m/039jq,Glass
442,/m/07q7njn,Chink,_clink
443,/m/07rn7sz,Shatter
444,/m/04k94,Liquid
445,/m/07rrlb6,Splash,_splatter
446,/m/07p6mqd,Slosh
447,/m/07qlwh6,Squish
448,/m/07r5v4s,Drip
449,/m/07prgkl,Pour
450,/m/07pqc89,Trickle,_dribble
451,/t/dd00088,Gush
452,/m/07p7b8y,Fill_(with_liquid)
453,/m/07qlf79,Spray
454,/m/07ptzwd,Pump_(liquid)
455,/m/07ptfmf,Stir
456,/m/0dv3j,Boiling
457,/m/0790c,Sonar
458,/m/0dl83,Arrow
459,/m/07rqsjt,Whoosh,_swoosh,_swish
460,/m/07qnq_y,Thump,_thud
461,/m/07rrh0c,Thunk
462,/m/0b_fwt,Electronic_tuner
463,/m/02rr_,Effects_unit
464,/m/07m2kt,Chorus_effect
465,/m/018w8,Basketball_bounce
466,/m/07pws3f,Bang
467,/m/07ryjzk,Slap,_smack
468,/m/07rdhzs,Whack,_thwack
469,/m/07pjjrj,Smash,_crash
470,/m/07pc8lb,Breaking
471,/m/07pqn27,Bouncing
472,/m/07rbp7_,Whip
473,/m/07pyf11,Flap
474,/m/07qb_dv,Scratch
475,/m/07qv4k0,Scrape
476,/m/07pdjhy,Rub
477,/m/07s8j8t,Roll
478,/m/07plct2,Crushing
479,/t/dd00112,Crumpling,_crinkling
480,/m/07qcx4z,Tearing
481,/m/02fs_r,Beep,_bleep
482,/m/07qwdck,Ping
483,/m/07phxs1,Ding
484,/m/07rv4dm,Clang
485,/m/07s02z0,Squeal
486,/m/07qh7jl,Creak
487,/m/07qwyj0,Rustle
488,/m/07s34ls,Whir
489,/m/07qmpdm,Clatter
490,/m/07p9k1k,Sizzle
491,/m/07qc9xj,Clicking
492,/m/07rwm0c,Clickety-clack
493,/m/07phhsh,Rumble
494,/m/07qyrcz,Plop
495,/m/07qfgpx,Jingle,_tinkle
496,/m/07rcgpl,Hum
497,/m/07p78v5,Zing
498,/t/dd00121,Boing
499,/m/07s12q4,Crunch
500,/m/028v0c,Silence
501,/m/01v_m0,Sine_wave
502,/m/0b9m1,Harmonic
503,/m/0hdsk,Chirp_tone
504,/m/0c1dj,Sound_effect
505,/m/07pt_g0,Pulse
506,/t/dd00125,Inside,_small_room
507,/t/dd00126,Inside,_large_room_or_hall
508,/t/dd00127,Inside,_public_space
509,/t/dd00128,Outside,_urban_or_manmade
510,/t/dd00129,Outside,_rural_or_natural
511,/m/01b9nn,Reverberation
512,/m/01jnbd,Echo
513,/m/096m7z,Noise
514,/m/06_y0by,Environmental_noise
515,/m/07rgkc5,Static
516,/m/06xkwv,Mains_hum
517,/m/0g12c5,Distortion
518,/m/08p9q4,Sidetone
519,/m/07szfh9,Cacophony
520,/m/0chx_,White_noise
521,/m/0cj0r,Pink_noise
522,/m/07p_0gm,Throbbing
523,/m/01jwx6,Vibration
524,/m/07c52,Television
525,/m/06bz3,Radio
526,/m/07hvw1,Field_recording
